@relation output

@attribute text string
@attribute @@class@@ {impolite,polite}

@data
'Not exactly - I did some messing around and implemented a solution using NSMatrix as per Apples (very old) Core Recipes code sample. Edit: I note that your comment is rather old - did you resolve the issue?',polite
'To clarify the question: You have (say) 5 schedules and 10 meetings each with 5+ non-overlapping meeting times and you want all 5 schedules to contain all 10 meetings with no overlapping times in any one schedule.  Is this correct?',polite
'OS?  OpenGL implementation vendor?  Can you post a complete minimal program that demonstrates the problem?',polite
'Have you tried running with breakpoints on?  Have you tried enabling NSZombies?',polite
'I see you have `Debug` enabled during `MIME::Lite->send`.  Can you post that log?',polite
'`lte IE 8` means less than equal IE 8 so this seems to work as designed. Can you clarify what the problem is?',polite
'Where is the object created? Is it created on the stack on the heap or is it a global variable?',polite
'Computer Science classes always fun times. Have you identified the errors above ?',polite
'@Shane Im using Rscript. How are you loading your scripts?',polite
'What operating system?  Are you writing a debugger or trying to use a debugger?',polite
'I am pretty sure I could I looked at couple sites that are doing it. I just cant see the code cuz its PHP =P Must be some syntax or app setup on the facebook side perhaps?',polite
'How do you pass the design into jasper? Is it doable to have two designs depending on the option selected?',polite
'Your question is unclear - do you need help getting the urls into the database? are these in a file?',polite
'Do they all have the same size and orientation ?  Can you pivote them or should they conserve both proportion and orientation ?',polite
'Its possible.  Do you have any code yet?',polite
'Im not sure I understand exactly what you want. Could you clarify?',polite
'how do you load the php file? Are the folder/file permissions set to executable?',polite
'I have a question about this topic. Consider the general component diagram not the instances one: should we draw two sockets (connection) from the philosopher to the dining room / fork interface or is one enough?',polite
'For a single one-off script for a web project (e.g. Rails Sinatra or other) or are you creating utility code that you want available for many scripts?',polite
'Please clarify title / question. Do you wish to identify the start of a cycle or remove a cycle?',polite
'One of them writes to /dev/tty one of them writes to STDOUT.  Was that what you wanted to know?',polite
